scheme,event_year,programme_key,tail_features,learner,n,severe_n,observed_mean,predicted_mean,rmse,mae,predictive_r2,bias,severe_observed,severe_predicted,severe_rmse,false_extreme_rate
leave_one_event_out,2024,manta,wqc_threshold_track_tail,Conservative tail (0.5 gate),89,6,0.1910089706758529,0.22347698025316345,0.24891841310212032,0.20844147899962567,-0.9394361086344043,0.032468009577310566,0.58046576733465,0.5267612722237567,0.2741905552842828,0.25
leave_one_event_out,2024,manta,wqc_threshold_track_tail,Soft-gated tail,89,6,0.1910089706758529,0.22516411334202188,0.2478418818500435,0.20771192845580896,-0.9226968990045858,0.03415514266616899,0.58046576733465,0.5274859946213699,0.27269213725362973,0.25
leave_one_event_out,2024,mmp,legacy_tail,Conservative tail (0.5 gate),54,13,0.2377982153127752,0.32043590595983895,0.30293450755274803,0.23382261259957016,-0.2397946354424838,0.08263769064706374,0.6438488594127777,0.5113000843169537,0.44931087045133833,0.3055555555555556
leave_one_event_out,2024,mmp,legacy_tail,Soft-gated tail,54,13,0.2377982153127752,0.3308894136614479,0.3075037173141941,0.24212849476334364,-0.2774767335074635,0.09309119834867272,0.6438488594127777,0.5137190047046053,0.4461284981685929,0.3611111111111111
leave_one_event_out,2024,mmp,none,INLA only,54,13,0.2377982153127752,0.30998239825823,0.30049677822477244,0.22551673043579665,-0.21992153790327906,0.07218418294545477,0.6438488594127777,0.5088811639293022,0.45251914414622363,0.3055555555555556
leave_one_event_out,2024,mmp,wqc_threshold_tail,Conservative tail (0.5 gate),54,13,0.2377982153127752,0.3194285258930931,0.3022897584295611,0.23315924018906534,-0.2345228302763911,0.0816303105803179,0.6438488594127777,0.5114171309619777,0.4489557763416996,0.3055555555555556
leave_one_event_out,2024,mmp,wqc_threshold_tail,Soft-gated tail,54,13,0.2377982153127752,0.32887465352795625,0.306006990080636,0.24080174994233403,-0.26507115371723944,0.09107643821518104,0.6438488594127777,0.5139530979946532,0.4454235316303584,0.3333333333333333
leave_one_event_out,2024,mmp,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),54,13,0.2377982153127752,0.32259360302222045,0.3023650341841598,0.23503887568056758,-0.23513774497745565,0.08479538770944527,0.6438488594127777,0.5134222929851316,0.4458173455064155,0.3055555555555556
leave_one_event_out,2024,mmp,wqc_threshold_track_disease_tail,Soft-gated tail,54,13,0.2377982153127752,0.335204807786211,0.3075189911046057,0.24456102092533852,-0.27760364186899245,0.09740659247343576,0.6438488594127777,0.517963422040961,0.4392185626211038,0.4166666666666667
leave_one_event_out,2024,mmp,wqc_threshold_track_tail,Conservative tail (0.5 gate),54,13,0.2377982153127752,0.32200478536531885,0.30086181798221723,0.23304371304321536,-0.2228872292458064,0.08420657005254363,0.6438488594127777,0.515746911917284,0.44311204723814973,0.3055555555555556
